voyage_id,vessel_type,dwt,n_ports,nz_dest_port,cluster_k,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
75,Bulker,34391.0,5,LYTTELTON,4,0.000244273,"[1.0, 1.0, 0.999995, 0.999915]","[0.29713383, 0.5244321, 0.76580657, 0.8900938]","[8.382e-05, 8.498e-05, 0.00010558, 0.00010558]","[2.49047e-05, 4.4564e-05, 8.08551e-05, 9.39701e-05]"
76,Container,51687.0,6,LYTTELTON,1,0.0002410079,"[1.0, 1.0, 1.0, 0.99999, 0.999995]","[0.39033225, 0.40771522, 0.51017576, 0.58591691, 0.66664627]","[8.676e-05, 9.888e-05, 8.787e-05, 8.814e-05, 0.00010558]","[3.38639e-05, 4.03143e-05, 4.48267e-05, 5.16401e-05, 7.03856e-05]"
77,Container,65165.0,7,AUCKLAND,1,0.0003206478,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3487913, 0.39251763, 0.42373443, 0.479342, 0.51118339, 0.59401815]","[0.00012152, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[4.23836e-05, 4.50687e-05, 4.8653e-05, 4.9943e-05, 6.21169e-05, 7.25251e-05]"
78,Tanker,49669.0,5,NAPIER,4,0.0002750554,"[1.0, 0.999996, 0.999982, 0.999999]","[0.11733871, 0.4882658, 0.80983263, 0.91257113]","[8.382e-05, 0.00010558, 0.00010558, 0.00014047]","[9.8349e-06, 5.1552e-05, 8.55023e-05, 0.0001281907]"
79,Container,34362.0,7,NELSON,3,0.0002068297,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999986]","[0.34305151, 0.37326979, 0.39435176, 0.42203555, 0.45401653, 0.53530578]","[7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05, 0.00010558]","[2.59576e-05, 2.82442e-05, 2.98394e-05, 3.19341e-05, 3.4354e-05, 5.6518e-05]"
80,General Cargo,8378.0,7,AUCKLAND,2,0.0002556333,"[0.999659, 0.999862, 1.0, 1.0, 0.999993, 0.99997]","[0.18830062, 0.24299401, 0.31741708, 0.40475774, 0.50642315, 0.61648368]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601]","[2.18368e-05, 2.81851e-05, 3.31295e-05, 4.22455e-05, 5.87483e-05, 7.15144e-05]"
81,Container,116851.0,6,TAURANGA,1,0.0003276111,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.4644523, 0.48432948, 0.5774787, 0.62071761, 0.68079635]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[5.33282e-05, 5.56105e-05, 6.0168e-05, 7.5427e-05, 8.312e-05]"
82,Container,22314.0,5,TAURANGA,2,0.0001927706,"[0.999921, 1.0, 1.0, 0.999992]","[0.37951193, 0.42267087, 0.45734579, 0.49059907]","[0.00011601, 0.00010437, 0.00010437, 0.00011601]","[4.40226e-05, 4.41151e-05, 4.77342e-05, 5.69126e-05]"
83,Container,52190.0,7,AUCKLAND,0,0.0003050874,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.30907357, 0.3333182, 0.36661792, 0.3954044, 0.41238451, 0.58410569]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.07829e-05, 4.3982e-05, 4.8376e-05, 4.59571e-05, 4.79307e-05, 7.8097e-05]"
84,Bulker,28381.0,6,GISBORNE,4,0.0002719993,"[1.0, 1.0, 1.0, 0.999998, 0.999991]","[0.10265805, 0.23011266, 0.41754673, 0.63827484, 0.77194279]","[0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[1.13571e-05, 2.54574e-05, 4.66548e-05, 8.53424e-05, 0.0001032142]"
85,Bulker,37636.0,7,GISBORNE,3,0.0002960623,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999991]","[0.04869787, 0.12564384, 0.27738019, 0.47439268, 0.6678848, 0.77432715]","[0.00011637, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[5.6672e-06, 1.39e-05, 3.06866e-05, 5.30065e-05, 8.93015e-05, 0.000103533]"
86,Container,53139.0,6,TAURANGA,1,0.0003022031,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.43088063, 0.45097038, 0.4703595, 0.51877715, 0.57163837]","[0.00011482, 0.00012209, 0.00012209, 0.00012209, 0.0001346]","[4.94735e-05, 5.506e-05, 5.74273e-05, 6.33387e-05, 7.69399e-05]"
87,Bulker,63926.0,7,TAURANGA,4,0.0003483115,"[1.0, 0.999989, 0.999965, 0.999999, 0.999968, 0.999999]","[0.03359863, 0.11855855, 0.31075352, 0.57579174, 0.73698785, 0.86600964]","[0.00011063, 0.00013371, 0.00013371, 0.00013088, 0.00013371, 0.00013088]","[3.717e-06, 1.58521e-05, 4.15488e-05, 7.53588e-05, 9.85382e-05, 0.0001133421]"
88,Container,24475.0,6,AUCKLAND,0,0.0002275973,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.29677376, 0.32739726, 0.35234586, 0.39580631, 0.44245616]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[3.91599e-05, 4.32008e-05, 4.64928e-05, 4.60038e-05, 5.27607e-05]"
89,RoRo,17237.0,7,AUCKLAND,0,0.0004127283,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.31880368, 0.39629226, 0.48001901, 0.56265563, 0.63991852, 0.83125457]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.20668e-05, 5.22916e-05, 6.33395e-05, 7.42436e-05, 8.44386e-05, 9.64182e-05]"
90,Bulker,82000.0,7,LYTTELTON,1,0.0002916844,"[1.0, 1.0, 1.0, 0.999988, 0.999885, 0.999995]","[0.02769634, 0.09364687, 0.33531419, 0.57448569, 0.66779479, 0.81340937]","[8.358e-05, 8.906e-05, 0.00013117, 0.00014047, 0.00010558, 0.00010558]","[2.3149e-06, 8.3406e-06, 4.39826e-05, 8.06983e-05, 7.04991e-05, 8.58811e-05]"
91,Bulker,37987.0,5,TAURANGA,3,0.0003744974,"[0.999999, 1.0, 1.0, 1.0]","[0.40350771, 0.67227389, 0.81240141, 0.87100266]","[0.00013088, 0.00013992, 0.00013992, 0.00013088]","[5.28105e-05, 9.40676e-05, 0.0001136749, 0.0001139957]"
92,Container,26868.0,6,TAURANGA,1,0.0002282182,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.29608995, 0.31468779, 0.34264143, 0.39018238, 0.44070592]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[3.61503e-05, 3.8421e-05, 4.18339e-05, 5.25167e-05, 5.9317e-05]"
93,Container,30337.0,5,TAURANGA,1,0.0001603767,"[1.0, 1.0, 1.0, 1.0]","[0.29326923, 0.32199799, 0.36808416, 0.42291313]","[0.00011482, 0.00011482, 0.00010419, 0.00012152]","[3.3673e-05, 3.69717e-05, 3.8351e-05, 5.13906e-05]"
94,General Cargo,12267.0,5,TAURANGA,1,0.0002811598,"[1.0, 1.0, 0.999493, 0.999989]","[0.33465096, 0.49838848, 0.66312193, 0.79121634]","[0.00012209, 0.00011567, 0.00011601, 0.00013371]","[4.08583e-05, 5.7651e-05, 7.68879e-05, 0.000105791]"
95,RoRo,12221.0,5,AUCKLAND,0,0.0002544704,"[1.0, 1.0, 1.0, 0.999862]","[0.35857611, 0.43839274, 0.51987454, 0.69603708]","[0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.73149e-05, 5.78468e-05, 6.85985e-05, 8.07341e-05]"
96,Container,26868.0,7,TAURANGA,1,0.0002212747,"[0.854803, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2307297, 0.25146012, 0.28047675, 0.32861311, 0.38048052, 0.42847034]","[0.00013909, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[2.74323e-05, 2.88725e-05, 3.22042e-05, 3.42385e-05, 4.62344e-05, 5.23129e-05]"
97,RoRo,22068.0,7,AUCKLAND,1,0.0003314764,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.24085098, 0.34107835, 0.41985879, 0.53081495, 0.59133152, 0.76697323]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567]","[2.30996e-05, 3.55372e-05, 5.10195e-05, 6.09479e-05, 7.21971e-05, 8.87194e-05]"
98,Bulker,37717.0,6,WELLINGTON,4,0.0002887329,"[1.0, 1.0, 0.999994, 0.999944, 0.999997]","[0.10938603, 0.26536846, 0.54407285, 0.74326134, 0.86522006]","[8.288e-05, 8.382e-05, 0.00010558, 0.00010558, 0.00014047]","[9.0663e-06, 2.22422e-05, 5.74441e-05, 7.84708e-05, 0.0001215389]"
99,RoRo,20581.0,7,AUCKLAND,1,0.0003514585,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27359597, 0.38942183, 0.47391599, 0.56524912, 0.65170422, 0.71565632]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[2.62401e-05, 4.05742e-05, 5.75883e-05, 6.49016e-05, 7.48284e-05, 8.73762e-05]"
100,Container,53176.0,7,TAURANGA,1,0.0004058605,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.3499348, 0.45626775, 0.52524983, 0.58121595, 0.62696839, 0.68080104]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[4.16051e-05, 5.27786e-05, 6.09019e-05, 7.77125e-05, 8.38279e-05, 8.91023e-05]"
101,Tanker,19701.0,5,TAURANGA,4,0.0003043385,"[0.999493, 0.999989, 0.999965, 0.999999]","[0.16733317, 0.44283161, 0.79590099, 0.91186587]","[0.00011601, 0.00013371, 0.00013371, 0.00013088]","[1.9402e-05, 5.92096e-05, 0.0001064148, 0.0001193437]"
102,Container,59266.0,6,AUCKLAND,1,0.0003414652,"[1.0, 1.0, 0.999902, 0.999998, 0.999913]","[0.35853841, 0.40952272, 0.55456941, 0.62882868, 0.72297459]","[9.704e-05, 0.00013092, 0.00013371, 0.00013088, 0.00013371]","[3.47935e-05, 5.36145e-05, 7.41432e-05, 8.23001e-05, 9.66593e-05]"
103,General Cargo,20202.0,6,AUCKLAND,2,0.0004026544,"[0.999862, 1.0, 1.0, 1.0, 0.999659]","[0.45140925, 0.58971664, 0.73098718, 0.83601927, 0.92737652]","[0.00011601, 0.00010437, 0.00011567, 0.00011567, 0.00011601]","[5.23595e-05, 6.15501e-05, 8.45567e-05, 9.67063e-05, 0.0001075457]"
104,RoRo,15465.0,5,AUCKLAND,0,0.0003031643,"[1.0, 1.0, 1.0, 0.999862]","[0.43790752, 0.53254829, 0.61848098, 0.80639674]","[0.00013195, 0.00013195, 0.00013195, 0.00011601]","[5.77828e-05, 7.02709e-05, 8.16099e-05, 9.35349e-05]"
105,Bulker,37155.0,5,NELSON,4,0.000256792,"[1.0, 1.0, 1.0, 1.0]","[0.35973659, 0.60213629, 0.71750175, 0.75802891]","[0.00010536, 0.00010536, 0.00010536, 0.00010536]","[3.79035e-05, 6.34439e-05, 7.55993e-05, 7.98695e-05]"
106,RoRo,28837.0,5,AUCKLAND,1,0.0002323373,"[1.0, 1.0, 1.0, 1.0]","[0.41184803, 0.48118735, 0.59449, 0.69758]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152]","[3.94997e-05, 4.61499e-05, 6.19404e-05, 8.4767e-05]"
107,RoRo,16758.0,5,AUCKLAND,0,0.000312665,"[1.0, 1.0, 1.0, 0.999862]","[0.46714397, 0.55251488, 0.63079382, 0.81834408]","[0.00013195, 0.00013195, 0.00013195, 0.00011601]","[6.16406e-05, 7.29055e-05, 8.32346e-05, 9.49207e-05]"
108,Bulker,33963.0,5,WELLINGTON,4,0.0002486036,"[1.0, 1.0, 0.999994, 0.999944]","[0.2770922, 0.51668439, 0.78917523, 0.93799184]","[8.288e-05, 8.382e-05, 0.00010558, 0.00010558]","[2.29663e-05, 4.33066e-05, 8.33224e-05, 9.90297e-05]"
109,RoRo,27100.0,5,AUCKLAND,1,0.0002345332,"[1.0, 1.0, 1.0, 1.0]","[0.41936922, 0.48413193, 0.60960873, 0.69443123]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152]","[4.0221e-05, 4.64323e-05, 6.35156e-05, 8.43844e-05]"
110,Container,53278.0,7,AUCKLAND,0,0.0003555885,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.35060831, 0.38784614, 0.43269137, 0.47718242, 0.49678866, 0.65744434]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.62635e-05, 5.11771e-05, 5.70945e-05, 5.5462e-05, 5.77408e-05, 8.79027e-05]"
111,RoRo,20144.0,5,AUCKLAND,0,0.0003625951,"[1.0, 1.0, 1.0, 0.999998]","[0.5138342, 0.64950724, 0.75810365, 0.83160163]","[0.00011063, 0.00013992, 0.00013992, 0.00013088]","[5.68455e-05, 9.0882e-05, 0.0001060773, 0.0001088387]"
112,Container,61636.0,5,AUCKLAND,0,0.0002840906,"[1.0, 1.0, 1.0, 1.0]","[0.52015898, 0.5456781, 0.58905922, 0.62909293]","[0.00013195, 0.00013195, 0.00011623, 0.00011924]","[6.86361e-05, 7.20034e-05, 6.84652e-05, 7.50162e-05]"
113,Container,12502.0,7,TAURANGA,3,0.000161621,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.18217069, 0.19695086, 0.22112668, 0.24900841, 0.2982005, 0.3417328]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[1.87469e-05, 2.02679e-05, 2.27558e-05, 2.56251e-05, 3.45933e-05, 3.96426e-05]"
114,Bulker,37347.0,5,NEW PLYMOUTH,4,0.0002550888,"[1.0, 1.0, 0.999975, 0.99987]","[0.29902355, 0.55410309, 0.79296048, 0.94007776]","[8.382e-05, 8.498e-05, 0.00010558, 0.00010558]","[2.50631e-05, 4.70854e-05, 8.37205e-05, 9.92426e-05]"
115,RoRo,14906.0,7,AUCKLAND,0,0.000345628,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25451256, 0.32362849, 0.39610482, 0.47407669, 0.55073024, 0.70462917]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[3.35835e-05, 4.27035e-05, 5.22669e-05, 6.25554e-05, 7.267e-05, 8.18977e-05]"
116,Container,51737.0,5,AUCKLAND,0,0.0002663547,"[1.0, 1.0, 1.0, 1.0]","[0.45629657, 0.50189564, 0.54431297, 0.58611071]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[6.02093e-05, 6.62262e-05, 7.18232e-05, 6.81225e-05]"
117,Container,59266.0,6,AUCKLAND,1,0.0002964721,"[1.0, 1.0, 1.0, 1.0, 0.998457]","[0.39519131, 0.43687238, 0.45796944, 0.57275953, 0.65748386]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601]","[4.8022e-05, 5.01615e-05, 5.59146e-05, 6.62538e-05, 7.61552e-05]"
118,RoRo,23786.0,5,NAPIER,1,0.0002026035,"[1.0, 1.0, 1.0, 1.0]","[0.40584169, 0.46413711, 0.64688413, 0.77767019]","[0.00010823, 8.466e-05, 8.382e-05, 8.382e-05]","[4.39241e-05, 3.92937e-05, 5.42194e-05, 6.51814e-05]"
119,Container,35066.0,6,TAURANGA,1,0.0002613272,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.34446621, 0.36407126, 0.39793671, 0.44517218, 0.49291599]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[4.20567e-05, 4.44503e-05, 4.8585e-05, 5.99181e-05, 6.63442e-05]"
120,General Cargo,12100.0,6,PORT CHALMERS,0,0.0002173457,"[1.0, 1.0, 1.0, 0.999996, 0.999853]","[0.23981848, 0.30948054, 0.39285981, 0.56255752, 0.68909647]","[8.967e-05, 8.967e-05, 9.156e-05, 0.00010558, 0.00010558]","[2.15033e-05, 2.77496e-05, 3.59692e-05, 5.93958e-05, 7.27456e-05]"
121,Container,50567.0,5,AUCKLAND,0,0.0002750401,"[1.0, 1.0, 1.0, 1.0]","[0.48575671, 0.51647728, 0.55457087, 0.58568768]","[0.00011623, 0.00013195, 0.00013195, 0.00013195]","[5.64586e-05, 6.81503e-05, 7.31768e-05, 7.72827e-05]"
122,RoRo,30089.0,7,AUCKLAND,1,0.0003703923,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29924794, 0.41086156, 0.49836672, 0.59384978, 0.63618975, 0.79983647]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567]","[2.87004e-05, 4.2808e-05, 6.05594e-05, 6.81855e-05, 7.76739e-05, 9.25209e-05]"
123,Reefer,10100.0,6,AUCKLAND,0,0.0002598317,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.26339342, 0.33475783, 0.41780114, 0.53887477, 0.64680539]","[0.00013195, 0.00013195, 0.00013195, 0.0001061, 0.0001061]","[3.47553e-05, 4.4172e-05, 5.51297e-05, 5.71749e-05, 6.86264e-05]"
124,Bulker,34376.0,5,TAURANGA,4,0.0003158327,"[1.0, 1.0, 1.0, 0.999989]","[0.31701164, 0.55971396, 0.71085711, 0.92902773]","[0.00013195, 0.00011623, 0.00011924, 0.00013371]","[4.18304e-05, 6.50545e-05, 8.47661e-05, 0.0001242174]"
125,Bulker,32318.0,7,NEW PLYMOUTH,4,0.0002606608,"[1.0, 1.0, 0.999975, 0.999861, 0.999995, 0.99987]","[0.03848099, 0.09833564, 0.24879435, 0.4578676, 0.64708705, 0.79193402]","[8.382e-05, 8.498e-05, 0.00010558, 0.00010558, 0.00014047, 0.00010558]","[3.2253e-06, 8.3562e-06, 2.62676e-05, 4.8336e-05, 9.08972e-05, 8.36033e-05]"
126,Container,51731.0,7,TAURANGA,0,0.000422541,"[1.0, 1.0, 0.999989, 0.999965, 0.999999, 0.999968]","[0.40722934, 0.45090548, 0.54086402, 0.60171476, 0.64543747, 0.68464426]","[0.0001067, 0.00011174, 0.00013371, 0.00013371, 0.00013088, 0.00013371]","[4.34501e-05, 5.03822e-05, 7.23172e-05, 8.04514e-05, 8.4474e-05, 9.15397e-05]"
127,Container,30136.0,5,AUCKLAND,1,0.0002013975,"[1.0, 1.0, 1.0, 1.0]","[0.30720702, 0.38738984, 0.4340174, 0.47906631]","[9.704e-05, 0.00013195, 0.00013195, 0.00013195]","[2.98121e-05, 5.11169e-05, 5.72695e-05, 6.32138e-05]"
128,Container,110387.0,6,TAURANGA,1,0.0003205412,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.46390673, 0.48442933, 0.54070386, 0.601542, 0.67376252]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[5.32655e-05, 5.56219e-05, 5.63364e-05, 7.30968e-05, 8.22612e-05]"
129,Container,61609.0,6,TAURANGA,1,0.0003567878,"[1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.4626231, 0.47974507, 0.59446687, 0.68007526, 0.72941916]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[5.31182e-05, 5.85732e-05, 6.87648e-05, 7.88537e-05, 9.75283e-05]"
130,Bulker,32414.0,5,TAURANGA,4,0.0003093408,"[1.0, 1.0, 1.0, 1.0]","[0.3327138, 0.55732181, 0.70119136, 0.75337914]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.39023e-05, 7.35398e-05, 9.25237e-05, 9.941e-05]"
131,RoRo,15853.0,7,AUCKLAND,1,0.0002761441,"[1.0, 1.0, 1.0, 1.0, 0.643148, 1.0]","[0.19546153, 0.2585017, 0.35815265, 0.44309473, 0.56198691, 0.78844956]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00013909, 0.00011567]","[1.87464e-05, 2.47925e-05, 3.73162e-05, 5.3843e-05, 5.02724e-05, 9.12037e-05]"
132,RoRo,15506.0,6,AUCKLAND,0,0.0003122236,"[1.0, 1.0, 1.0, 1.0, 0.999862]","[0.32858468, 0.41410452, 0.49299142, 0.56486184, 0.7379804]","[9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.24346e-05, 5.4642e-05, 6.50513e-05, 7.45347e-05, 8.55992e-05]"
133,Container,53870.0,6,AUCKLAND,0,0.0003511701,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.47566812, 0.50071214, 0.53521354, 0.5710238, 0.68872569]","[0.00013195, 0.00013195, 0.00011623, 0.00011924, 0.00013371]","[6.27654e-05, 6.607e-05, 6.22068e-05, 6.80917e-05, 9.20851e-05]"
134,Bulker,37187.0,6,TAURANGA,4,0.0002707552,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.1482874, 0.32566987, 0.54372238, 0.67961102, 0.75314665]","[9.871e-05, 0.00013195, 0.00013195, 9.871e-05, 9.871e-05]","[1.46375e-05, 4.29728e-05, 7.17453e-05, 6.70845e-05, 7.43432e-05]"
135,RoRo,28837.0,7,AUCKLAND,1,0.0003548355,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28764872, 0.39714703, 0.46995995, 0.56456987, 0.60937276, 0.77448878]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567]","[2.75879e-05, 4.13791e-05, 5.71076e-05, 6.48236e-05, 7.43997e-05, 8.95888e-05]"
136,RoRo,22514.0,5,AUCKLAND,0,0.0003145385,"[1.0, 1.0, 1.0, 1.0]","[0.54164541, 0.62870547, 0.72590348, 0.78259252]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[5.34659e-05, 6.20596e-05, 9.57845e-05, 0.0001032647]"
137,Container,26947.0,7,TAURANGA,1,0.0002280364,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16395528, 0.24281506, 0.27285462, 0.30453047, 0.34788097, 0.41348064]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[2.16342e-05, 2.96459e-05, 3.33135e-05, 4.09884e-05, 4.68232e-05, 5.56526e-05]"
138,Reefer,12354.0,7,AUCKLAND,0,0.0003500967,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.20913416, 0.28723819, 0.37220276, 0.4690051, 0.58756024, 0.70903162]","[0.00011063, 0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[2.31365e-05, 4.01917e-05, 5.20803e-05, 6.13827e-05, 7.85549e-05, 9.48001e-05]"
139,General Cargo,12746.0,7,AUCKLAND,3,0.0003104497,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.998457]","[0.20615936, 0.27468219, 0.35397548, 0.45459963, 0.63868046, 0.76512337]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00010291, 0.00011601]","[2.035e-05, 3.62449e-05, 4.67078e-05, 5.28372e-05, 6.57257e-05, 8.86229e-05]"
140,RoRo,30796.0,5,WELLINGTON,3,0.0002567851,"[0.999994, 0.999944, 0.999997, 1.0]","[0.45863848, 0.5369148, 0.61700388, 0.77584756]","[0.00010558, 0.00010558, 0.00014047, 8.382e-05]","[4.84238e-05, 5.66855e-05, 8.66716e-05, 6.50287e-05]"
141,Container,109657.0,6,TAURANGA,1,0.0003970173,"[1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.5164692, 0.534383, 0.65793346, 0.74679272, 0.82149174]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[5.93007e-05, 6.52441e-05, 7.61063e-05, 8.65894e-05, 0.0001098391]"
142,Container,51737.0,6,AUCKLAND,0,0.0003300944,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.46381521, 0.4884912, 0.51721941, 0.56239977, 0.69013857]","[0.00011623, 0.00011623, 0.00011623, 0.00011924, 0.00013371]","[5.39083e-05, 5.67764e-05, 6.01154e-05, 6.70633e-05, 9.2274e-05]"
143,RoRo,14906.0,5,AUCKLAND,0,0.000276299,"[1.0, 1.0, 1.0, 1.0]","[0.43426494, 0.53336546, 0.61525636, 0.70462917]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623]","[4.28663e-05, 7.03787e-05, 8.11844e-05, 8.18977e-05]"
144,Container,105846.0,5,TAURANGA,1,0.0002622956,"[1.0, 1.0, 1.0, 1.0]","[0.48231422, 0.53874464, 0.61018901, 0.66767601]","[0.00011482, 0.00010419, 0.00012152, 0.00011482]","[5.53791e-05, 5.61323e-05, 7.41476e-05, 7.66622e-05]"
145,Container,24615.0,7,AUCKLAND,0,0.0002471859,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.998457]","[0.283089, 0.30426085, 0.32847931, 0.3905274, 0.42540266, 0.49038041]","[0.00011623, 0.00011623, 0.00011623, 0.00010291, 0.00010291, 0.00011601]","[3.29029e-05, 3.53636e-05, 3.81785e-05, 4.01886e-05, 4.37776e-05, 5.67999e-05]"
146,Container,52216.0,6,AUCKLAND,0,0.0003288626,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.44871027, 0.48581628, 0.52091509, 0.56503181, 0.59696171]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.92083e-05, 6.41045e-05, 6.87358e-05, 6.56726e-05, 7.11847e-05]"
147,Container,65710.0,7,AUCKLAND,0,0.0003997643,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.43550037, 0.45970302, 0.50430006, 0.54672331, 0.59863942, 0.63189052]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[5.74652e-05, 6.06588e-05, 6.65435e-05, 7.21413e-05, 6.95787e-05, 7.34434e-05]"
148,Container,35036.0,7,TAURANGA,1,0.0002696114,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.211822, 0.27648873, 0.33159003, 0.38079158, 0.42757602, 0.50385461]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.51843e-05, 3.19828e-05, 3.84473e-05, 5.09144e-05, 5.71684e-05, 6.59438e-05]"
149,Bulker,34387.0,5,GISBORNE,4,0.0001734841,"[1.0, 1.0, 1.0, 1.0]","[0.28070925, 0.51580699, 0.6472621, 0.73848964]","[9.871e-05, 0.00011623, 0.0, 0.00011623]","[2.77088e-05, 5.99512e-05, 0.0, 8.58332e-05]"
150,Container,65710.0,6,AUCKLAND,0,0.0003677772,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.47369069, 0.5299227, 0.57691589, 0.60044519, 0.73714994]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[6.25045e-05, 6.99244e-05, 6.70538e-05, 6.97886e-05, 9.85596e-05]"
151,Container,54405.0,5,AUCKLAND,0,0.0002653917,"[1.0, 1.0, 0.999965, 0.999902]","[0.41860508, 0.47146556, 0.57365787, 0.62712831]","[0.00011623, 0.00011924, 0.00013371, 0.00013371]","[4.86537e-05, 5.62199e-05, 7.67001e-05, 8.3844e-05]"
152,RoRo,12909.0,6,AUCKLAND,0,0.0002902715,"[1.0, 1.0, 1.0, 1.0, 0.999862]","[0.28329879, 0.35310551, 0.43520786, 0.51700338, 0.69559999]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.73819e-05, 4.6593e-05, 5.74266e-05, 6.82197e-05, 8.06834e-05]"
