ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","[0.4617055034864017, 44.02477833557161, 21.613287158666907, 82.93115225881557, 94.51605208196338]","[29.748845895788637, 25.670418074267683, 29.444965488484325, 32.856334427219814, 14.353244322615605]",5,General Cargo,20202.0,2,AUCKLAND
"['NEWARK', 'SAVANNAH', 'KINGSTON', 'PAPEETE', 'AUCKLAND']","[0.22884130673428604, 40.162010225192645, 64.22942323058446, 262.1869364688899, 117.44161670831001]","[18.401695873499143, 19.643696459007128, 15.228677986169302, 16.00890962942925, 20.30826929653625]",5,Container,99863.0,1,AUCKLAND
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.4539112221955952, 221.14604407501247, 147.10148900626345, 73.16140188583378, 67.38983167566971]","[13.099557255274451, 16.752943400903927, 19.76231887661196, 30.83896876869298, 15.855195835407244]",5,Container,30136.0,1,TAURANGA
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'TAURANGA']","[0.2257909745023161, 28.813428509141474, 16.872272011543867, 181.15975361852136, 58.612088373289424]","[15.466629445021976, 28.518186240927648, 23.911318071930417, 23.875244872220534, 26.016945831433258]",5,Reefer,10338.0,1,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.2388671601881509, 21.173674304608575, 120.12446221694668, 58.010250842571544, 78.53432371272801, 2.8198351552224974, 333.0481086477313]","[17.323232981185377, 15.856780320005118, 18.109975176568003, 17.441891767014106, 20.735942003771555, 28.450828126482428, 35.15656573070651]",7,Container,99863.0,1,TAURANGA
"['SIPITANG, SABAH', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'NELSON']","[0.2164477645091092, 222.36323665541428, 121.78161362451897, 146.09536320745903, 129.95843518762786]","[88.81529075004548, 90.41603274065578, 79.766752648223, 77.39426985218697, 66.57214127347126]",5,Bulker,36908.0,4,NELSON
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'NEWCASTLE', 'LYTTELTON']","[0.15350623318083234, 45.20005164186138, 217.02222483130862, 102.10929953031486, 139.7094238540747]","[73.42619128742447, 79.41893711229537, 63.301117257393045, 69.73428943110333, 110.03040390955323]",5,Bulker,34391.0,4,LYTTELTON
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'LYTTELTON']","[0.2817534599242151, 8.196790298744265, 221.14604407501247, 124.75269352477788, 90.54706405793206, 108.56265195531441]","[17.06334188649081, 16.116412893538484, 20.71726281449192, 15.021489863214878, 38.86029877575039, 47.42481923991502]",6,Container,51687.0,1,LYTTELTON
"['SAVANNAH', 'CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'AUCKLAND']","[0.28028209904838786, 80.99622780193599, 40.69978308864787, 101.59737526153792, 27.927615543971672, 105.91525482891765, 333.6848902733583]","[19.33674975300722, 37.07121511242627, 28.207836840309927, 24.19808023166641, 27.83506175758322, 53.656210691418636, 65.62271277962469]",7,Container,65165.0,1,AUCKLAND
"['SINGAPORE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'NAPIER']","[0.3753268357492161, 243.37466474947547, 37.605639534280115, 87.19925254976351, 109.78710130233505]","[47.85492539393606, 30.8651023959409, 50.34206870090962, 47.455405515151114, 41.049619677764866]",5,Tanker,49669.0,4,NAPIER
"['MOTUKEA ISLAND', 'LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'BRISBANE', 'NELSON']","[0.20388179361036718, 35.272998997969395, 8.632577713967148, 34.00713255006082, 33.73471957023741, 130.92616747945254, 191.12841261327324]","[22.306059238937262, 27.39021373403106, 19.519725364574544, 10.522137168119203, 17.951282817294267, 31.699207757027125, 52.95672938606116]",7,Container,34362.0,3,NELSON
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', 'AUCKLAND']","[0.710961617727123, 20.65085025800573, 44.02477833557161, 21.613287158666907, 24.833324436904608, 27.592707912404933, 141.8127629445477]","[20.564149159377937, 16.920214719425196, 23.359082022963097, 35.763722376897164, 32.90893125507266, 24.861874379666112, 50.94246910474445]",7,General Cargo,8378.0,2,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.4461491060576386, 22.166793207039124, 180.57401831745122, 59.98830370207745, 78.53432371272801, 333.6848902733583]","[16.46324083902177, 15.963171745039272, 18.898130860479228, 15.581451195637108, 21.78920278649439, 30.51765511348456]",6,Container,116851.0,1,TAURANGA
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'TAURANGA']","[0.26318433344197123, 49.26287717408703, 18.794162746666878, 14.344181603119534, 70.17302236572174]","[27.408540559387422, 31.605424979162386, 28.4222776545587, 23.505252440779156, 25.920864725465183]",5,Container,22314.0,2,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.08456626533276168, 38.76529380196511, 69.27015297024766, 42.87808019912026, 4.615462508771459, 342.1539326183028, 271.0385201150031]","[13.417256714625545, 23.31136922805626, 17.244287409024906, 20.88470017666534, 19.7219824064596, 50.31741718325874, 57.03204535123257]",7,Container,52190.0,0,AUCKLAND
"['SRIRACHA', 'SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'GISBORNE']","[0.41500906475170485, 66.83568098060566, 74.37918130602247, 217.02222483130862, 121.78161362451897, 310.5565519276056]","[71.37517064399434, 77.84975174965241, 71.0481432175757, 74.5837116113329, 87.10726524337899, 80.01372794986258]",6,Bulker,28381.0,4,GISBORNE
"['HEDLAND', 'SURABAYA', 'GRESIK, JAVA', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'GISBORNE']","[0.29482915250427966, 72.47813588642882, 49.88722086925006, 64.07702694387233, 217.02222483130862, 121.78161362451897, 306.9118121425817]","[33.77929706974879, 36.80561224401961, 30.2034333030912, 28.451616188841253, 38.150418032934176, 50.010465052412506, 61.52968615011341]",7,Bulker,37636.0,3,GISBORNE
"['CRIST_BAL', 'TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'TAURANGA']","[0.7143816977573285, 8.196790298744265, 2.8198351552224974, 75.3349048227318, 72.94830939211909, 304.0617099137667]","[22.186242816555335, 19.14059732103276, 21.152151249158255, 16.514635774338686, 18.601431955114712, 30.326804334610916]",6,Container,53139.0,1,TAURANGA
"['SINGAPORE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'BLUESCOPE', 'TAURANGA']","[0.12599466753516442, 236.79697110759776, 94.16520736421191, 146.09536320745903, 146.09536320745903, 96.30890641360378, 172.63109139588323]","[63.41309727575235, 65.00927086577515, 66.12316173350347, 62.85269965577023, 75.09742734244094, 97.03213008868367, 85.05188432673536]",7,Bulker,63926.0,4,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.2100164657275596, 44.934572173889194, 16.162548319575574, 78.23659660344592, 70.34251106390032, 245.11137934990364]","[18.950440715831764, 26.159398394872024, 26.147056105393368, 16.491798910103103, 19.520944767115157, 18.789176610998847]",6,Container,24475.0,0,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'MIKAWA', 'SUVA', 'AUCKLAND']","[0.33419140942027736, 25.18099653088824, 22.20035790992614, 11.651469740847032, 9.621312271723117, 202.878728106316, 115.7876491864002]","[13.009436711835788, 12.859022566467528, 11.80334435754218, 14.565380645331576, 15.607196547964744, 18.425652457461798, 45.617929463002596]",7,RoRo,17237.0,0,AUCKLAND
"['KANDLA', 'FUJAIRAH', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'BRISBANE', 'LYTTELTON']","[0.1993167554379245, 75.75703626964972, 396.86184502402614, 61.846875865632164, 67.6539527985794, 121.78161362451897, 247.8249202254296]","[58.01487023664926, 62.70945040941601, 49.76123696860734, 45.28689356216233, 59.019721117703554, 114.88473473524276, 92.39516870010976]",7,Bulker,82000.0,1,LYTTELTON
"['GEELONG', 'ADELAIDE', 'LINCOLN', 'PORTLAND', 'TAURANGA']","[0.17787250047896364, 24.827986925996335, 27.325529021588956, 27.222975869387607, 165.73128934387375]","[39.295737385888835, 36.86072605681161, 46.39367532066397, 50.94494208149186, 41.58760624255388]",5,Bulker,37987.0,3,TAURANGA
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'TAURANGA']","[0.3157589417033726, 2.8198351552224974, 32.328714507800676, 69.26593340904422, 71.34160895761524, 299.8973356464567]","[19.493386856505747, 26.070410649076024, 26.508809112740444, 44.322216527240734, 33.44130563393534, 32.91258439011014]",6,Container,26868.0,1,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.5816815804333633, 47.494256587427, 102.09431592940744, 110.84670005434829, 412.2192139860865]","[24.947006559077426, 24.572951775037936, 19.28823476953981, 17.614655025413104, 33.89121304254597]",5,Container,30337.0,1,TAURANGA
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.31114830944286287, 234.4389756860788, 132.25148931042028, 38.41896273421819, 94.86164147625944]","[30.28661592676344, 17.76919141049353, 23.705566491349586, 30.94047960538671, 39.52929799535044]",5,General Cargo,12267.0,1,TAURANGA
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.3917371012869322, 19.052356028312015, 22.20035790992614, 198.23240055639243, 200.22306983249462]","[22.563195658893008, 21.41862449461134, 11.143306700320089, 14.015412481618327, 28.73932852813963]",5,RoRo,12221.0,0,AUCKLAND
"['KINGSTON', 'CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.3283678129490941, 39.18987445699855, 73.20215559856872, 128.35974361146984, 120.14850116714146, 78.53432371272801, 333.6848902733583]","[28.237957252701232, 18.9543235542408, 13.634579592947087, 18.421879240500644, 13.388587221739611, 22.676195887208852, 34.130517048247086]",7,Container,26868.0,1,TAURANGA
"['MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'AUCKLAND']","[0.9387301924429696, 167.61365002278882, 47.868949504869256, 124.0758959081949, 6.614953574425195, 224.61954214948906, 268.08836233386444]","[31.745102138438334, 48.49834705282568, 31.946574204231553, 23.494516362923104, 26.505759779145873, 26.372902959952032, 32.86483010739291]",7,RoRo,22068.0,1,AUCKLAND
"['CHITTAGONG', 'SINGAPORE', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'WELLINGTON']","[0.2715333281705399, 119.64083576970476, 236.79697110759776, 121.78161362451897, 66.22598683312624, 173.7245413751999]","[76.95553184002598, 73.21379105245883, 73.44535883093513, 97.68154629138422, 110.49368252741294, 87.083631239374]",6,Bulker,37717.0,4,WELLINGTON
"['MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'ROYAL', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[2.267256917590046, 167.61365002278882, 34.205549613209556, 47.332127087748574, 34.88730427936331, 6.614953574425195, 338.2792307730884]","[31.88794905089849, 48.04750675551995, 23.999523362609274, 21.39808987533245, 30.1777989942688, 36.06371313794485, 40.192401434119915]",7,RoRo,20581.0,1,AUCKLAND
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.39155446029241414, 262.1869364688899, 124.75269352477788, 64.21171806606449, 44.491013027853185, 41.64367678693542, 94.61956537020127]","[30.245317243678983, 28.092547854315182, 16.868682138667374, 30.75898570434103, 20.72971885708972, 32.33127630361818, 38.56076212786567]",7,Container,53176.0,1,TAURANGA
"['NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.7041013796361184, 48.824098474735614, 61.179908321789, 34.784610287490246, 110.33203505858545]","[49.896150305593125, 52.46041364368781, 40.447518288334045, 33.04090529682931, 31.273493901870445]",5,Tanker,19701.0,4,TAURANGA
"['TACOMA', 'LOS ANGELES', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.538757970316051, 110.42717194792874, 324.609313382862, 103.2467747420779, 114.33550164062014, 63.87971588131542]","[27.67166198959346, 24.17854314672563, 15.064258829295785, 24.17604083398713, 30.505160581794673, 49.46476617776172]",6,Container,59266.0,1,AUCKLAND
"['SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.9179269765144948, 44.02477833557161, 46.48558451942962, 18.456469595115713, 45.75473012279101, 60.53585574217985]","[17.502013725084247, 27.46723230466522, 21.61339919128462, 17.8623474587624, 13.273411755051487, 14.427915457114297]",6,General Cargo,20202.0,2,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.5088883203143402, 37.91240593308088, 22.20035790992614, 198.23240055639243, 118.36760331663746]","[22.661587999828022, 20.16901948231327, 14.219051423491203, 13.081464377134514, 31.036902929384553]",5,RoRo,15465.0,0,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'TOKYO', 'OSAKA', 'NELSON']","[0.20517898464222406, 25.556231575262665, 18.448160423007803, 26.322788380178125, 332.43905457091665]","[35.4205551874695, 40.333758188955, 33.992713467360694, 33.58807818542282, 49.36654956957084]",5,Bulker,37155.0,4,NELSON
"['GROSSENSIEL', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'AUCKLAND']","[1.1154360087755926, 54.516872772570025, 167.61365002278882, 116.88009894886058, 414.3345250327306]","[37.406238000785876, 33.737938763786275, 23.91413172877994, 42.34210933621636, 27.569755740624068]",5,RoRo,28837.0,1,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.5154939026022887, 11.55245221383627, 13.147774916680296, 198.23240055639243, 126.35589472417912]","[22.138077211158468, 22.191247024858857, 13.012918057994215, 17.779721630147122, 42.460973995495586]",5,RoRo,16758.0,0,AUCKLAND
"['CHITTAGONG', 'SINGAPORE', 'BRISBANE', 'KEMBLA', 'WELLINGTON']","[0.274042360284938, 95.48613393474926, 236.79697110759776, 111.645424660068, 76.81121605818873]","[96.35927426286663, 94.2651762756388, 94.76112578689107, 86.52530849191646, 94.41748407934226]",5,Bulker,33963.0,4,WELLINGTON
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'AUCKLAND']","[1.0916264845821257, 40.46087798626944, 167.61365002278882, 79.27601544975636, 414.3345250327306]","[26.979858114552293, 25.132338973657333, 39.1207988254984, 38.52600937674638, 26.55784555918312]",5,RoRo,27100.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.16242286954994034, 64.0363248357973, 81.99992040293246, 71.64243563723592, 4.615462508771459, 280.36639541008014, 137.2655859171497]","[16.613610019897166, 29.013857925472838, 22.01054266908466, 19.32170922448736, 18.037779260021694, 31.035667176407436, 55.96355085810856]",7,Container,53278.0,0,AUCKLAND
"['SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'AUCKLAND']","[0.5349768987560983, 115.50210111013746, 64.3917262605061, 32.50809321207418, 153.6958705477763]","[17.531581445295654, 20.214663791790368, 12.550688011259407, 6.180463399726227, 16.101462893302433]",5,RoRo,20144.0,0,AUCKLAND
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.39916797664898307, 16.162548319575574, 54.9482409364646, 41.21749037769718, 245.11137934990364]","[19.860161795185686, 17.97711654375577, 14.291332167351353, 15.914696955816304, 34.22807356513784]",5,Container,61636.0,0,AUCKLAND
"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","[0.18394168838107428, 8.632577713967148, 58.084157671668244, 49.57212109218239, 127.8410109250666, 73.71374417665352, 156.01576436419586]","[21.293839134790236, 17.32414355565494, 14.10990383253351, 27.151453247276955, 23.739871853912785, 26.129882486660726, 41.387336932528534]",7,Container,12502.0,3,TAURANGA
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'NEW PLYMOUTH']","[0.43324360897939207, 127.21711324685091, 217.02222483130862, 121.78161362451897, 74.14989190151466]","[66.0291308615336, 61.053068392259526, 56.215229257988206, 76.56829313113498, 67.73162985491786]",5,Bulker,37347.0,4,NEW PLYMOUTH
"['YOKKAICHI', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.2657498087787653, 37.91240593308088, 18.237719634600804, 23.002392313798186, 13.04346004737678, 146.38638281743263, 267.3762814159841]","[20.355401213653618, 16.557021632001774, 14.684313995804217, 11.902341241478123, 19.11162113501299, 37.36208639035806, 36.38528374516942]",7,RoRo,14906.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.22292378800131707, 66.50870762277513, 49.95378427618613, 42.87808019912026, 263.4502788374433]","[9.99237004678795, 20.65172605281507, 21.09318559046618, 20.43361514229506, 15.81807488649186]",5,Container,51737.0,0,AUCKLAND
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'AUCKLAND']","[0.4505148741837519, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 177.82435286585633]","[15.950782325643168, 20.415396697715245, 24.230859860302218, 23.87272948452504, 18.21480262437312, 45.674940285739304]",6,Container,59266.0,1,AUCKLAND
"['SAID', 'SUEZ CANAL', 'LAEM CHABANG', 'SINGAPORE', 'NAPIER']","[0.4953438372210299, 10.425881100515609, 289.8296729942512, 140.46302664141334, 263.11238608134073]","[28.466071149737232, 26.59760757174956, 22.017212616111916, 28.1472130084658, 24.550096153431078]",5,RoRo,23786.0,1,NAPIER
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'TAURANGA']","[0.4168640325433419, 2.8198351552224974, 41.00813334950408, 56.05576090500308, 45.46570518875945, 299.8973356464567]","[20.568383540535212, 26.33964900795497, 29.347564265906016, 43.08526142494376, 42.26910614467571, 34.37143775462628]",6,Container,35066.0,1,TAURANGA
"['ZHUHAI', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'PORT CHALMERS']","[0.3519363325621778, 8.35845969067525, 23.41230748868923, 201.7639592266881, 67.24371853143734, 253.67157897468374]","[33.402309840111855, 39.421864666789965, 36.539031439602574, 41.107159738761304, 31.785796773618095, 55.131355739418474]",6,General Cargo,12100.0,0,PORT CHALMERS
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'AUCKLAND']","[0.4227097580683905, 27.66062225461552, 31.51906144881574, 16.162548319575574, 255.11707635113606]","[18.397077967248226, 18.274845257344378, 27.057411187081595, 23.37740719324192, 19.72726147288357]",5,Container,50567.0,0,AUCKLAND
"['MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'AUCKLAND']","[0.6584257428366007, 167.61365002278882, 67.06055359773659, 93.83903401147505, 6.614953574425195, 224.61954214948906, 253.29593763045415]","[32.56019625157974, 44.46267078382553, 33.389842903662625, 23.66902824946095, 18.850703628123654, 21.10667155165557, 31.906560516962124]",7,RoRo,30089.0,1,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'BABAK', 'LA PAZ', 'AUCKLAND']","[0.7555567992905758, 21.557277885056184, 26.82092778839536, 90.09776567510667, 11.378906552039325, 189.99663979505598]","[15.25114484216438, 27.43636426038964, 21.88256598023331, 23.907007300378176, 46.42685700132267, 32.255875752964]",6,Reefer,10100.0,0,AUCKLAND
"['GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'TAURANGA']","[0.10355725826080753, 79.91804370479375, 56.15739318813443, 249.47840904381025, 88.33531989918868]","[47.336082041980035, 45.09774998423111, 56.59071045456726, 63.072062912228816, 94.5259739099352]",5,Bulker,34376.0,4,TAURANGA
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'NEW PLYMOUTH']","[0.24669547886310905, 92.35885584204061, 217.02222483130862, 111.81249986858442, 146.09536320745903, 146.09536320745903, 279.92143471786164]","[59.28710214335757, 47.52530284188115, 52.8526522821024, 58.970226030498786, 81.36461357500012, 84.94841949234564, 59.80665470005335]",7,Bulker,32318.0,4,NEW PLYMOUTH
"['DARWIN', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'TAURANGA']","[0.4870171159053702, 77.36299129756479, 165.5633467785241, 83.73196535045493, 42.328739443720586, 25.81950454329173, 76.93511464446354]","[16.92224809484916, 16.14776136052823, 24.776528847181936, 17.065507643699508, 15.530818331001662, 19.473754771149302, 36.481585394079]",7,Container,51731.0,0,TAURANGA
"['TACOMA', 'YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'AUCKLAND']","[0.40001308566354155, 212.2422673252552, 74.48755519676959, 60.2165028203568, 259.2389618251079]","[29.148131985779838, 25.798282122551832, 22.587036047210436, 19.95310600430945, 22.256973917572363]",5,Container,30136.0,1,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.3586336976714626, 21.67873037940092, 101.59737526153792, 92.42043871268228, 91.30805439261161, 333.6848902733583]","[21.20054798469543, 17.198313418165498, 17.77988478409353, 23.589430656886144, 33.36980726224227, 30.013407486964734]",6,Container,110387.0,1,TAURANGA
