ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'CRIST_BAL', 'RODMAN', 'TAURANGA']","[0.19469752264885054, 18.93896723362816, 65.31052966673623, 18.794162746666878, 283.34428576651044, 5.376955143521767, 333.6848902733583]","[24.206041210525495, 18.994492810795176, 11.263474955521142, 10.711105641036879, 8.934483431593577, 17.101050553847173, 22.00000585407919]",7,Container,22708.0,2,TAURANGA
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.17036534080182042, 74.48755519676959, 52.222577487332096, 78.30073819597793, 78.29356580293803, 263.4502788374433]","[34.821966358580966, 41.17735239019614, 36.56832926362297, 27.626213887190925, 31.270936905192507, 26.551698061375635]",6,Container,62007.0,4,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'AUCKLAND']","[0.642352733056901, 10.775403331765695, 22.20035790992614, 209.03970205095112, 44.745566998570915, 65.46600631804723, 99.74085929846204]","[22.437129283927153, 22.88362275125959, 13.272149454087605, 19.584231904829885, 38.126697861427864, 39.73211080601077, 45.294743771171476]",7,RoRo,18864.0,0,AUCKLAND
"['GEELONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'PORT CHALMERS']","[0.7020383525464964, 122.92373561008061, 107.06450572528372, 131.48582688671314, 119.52394029441903]","[50.5537693153975, 52.95575437043969, 47.281958058475524, 28.357994866824605, 33.31005650019221]",5,General Cargo,36170.0,0,PORT CHALMERS
"['KEELUNG', 'SHANGHAI', 'SHENZHEN', 'TAROONA', 'PORT CHALMERS']","[0.2485250380113515, 110.00471796660254, 73.42201820148135, 267.3727081616965, 63.709455360929525]","[26.598374816624514, 31.972310701798897, 53.10842728021436, 63.13584117043516, 72.97674778819079]",5,General Cargo,20643.0,0,PORT CHALMERS
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.9979165884614019, 44.02477833557161, 21.613287158666907, 42.30022469719994, 18.456469595115713, 45.75473012279101, 121.33647172969515]","[25.695676660308592, 24.81603517099471, 17.131020238166986, 35.10073345764276, 20.742862059653103, 14.641803723719779, 56.424959024605066]",7,General Cargo,8378.0,2,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.6825089935620554, 44.02477833557161, 21.613287158666907, 42.30022469719994, 18.456469595115713, 45.75473012279101, 144.82302716060198]","[21.264658606003312, 19.929723919015238, 18.61326060190994, 38.353660313339255, 21.451618918378127, 15.75549829777291, 55.446756078041766]",7,General Cargo,20202.0,2,AUCKLAND
"['LONG ISLAND POINT', 'BRISBANE', 'BOTANY', 'VUDA', 'NEW PLYMOUTH']","[0.7368817278932291, 134.21875528591568, 97.42529089961518, 116.27829683561568, 97.4235382177917]","[30.329047004733336, 27.01975190734306, 22.891459031725674, 24.10617292461666, 20.77316700063008]",5,Tanker,4752.0,3,NEW PLYMOUTH
"['YOKOHAMA', 'OSAKA', 'GAMCHEON', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.1974419466897026, 74.48755519676959, 79.51249288519982, 89.49243662868072, 21.402362491473518, 333.80740459322243, 201.82372452488772]","[40.95005033662142, 41.931195829118074, 24.155235777220724, 29.671771881672914, 26.57801169807239, 54.1499423781296, 69.96205259523533]",7,Container,77159.0,4,AUCKLAND
"['ZHOUSHAN', 'QINGDAO', 'SHANGHAI', 'HONG KONG', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.2910656059432555, 20.30229851169862, 46.29683516241073, 58.29316956539917, 21.402362491473518, 48.42085982315381, 339.1583183031408]","[20.05533789690515, 19.93271344872424, 20.89031348878941, 14.615159028574425, 11.285209545845808, 12.139550345942128, 53.29003168192409]",7,Container,50567.0,0,AUCKLAND
"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'TAURANGA']","[0.20140231716492418, 6.545939648624109, 18.906698224470485, 42.43903623430239, 90.87165978446072]","[24.793329793314953, 19.704447990184278, 26.934380518193947, 27.717351899026607, 22.08406664650413]",5,Container,12502.0,3,TAURANGA
"['KISARAZU', 'YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'HIROSHIMA', 'SUVA', 'AUCKLAND']","[0.5315960911720523, 6.588741171627448, 35.478809358869995, 33.54881368346926, 24.632289434031176, 209.18958125511236, 83.7554057106663]","[29.680534608048376, 21.594900304248256, 14.850896887384486, 13.314309586001883, 12.194657614535412, 26.926188623865002, 40.35786778964572]",7,RoRo,14906.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.12714902622981428, 56.37261477023131, 60.159780546243724, 55.21088831631606, 4.615462508771459, 199.12325821468943, 131.70646585563242]","[13.172018713935811, 21.512542581194097, 21.86128862525029, 19.379579688255678, 15.31320966590388, 29.825449427078436, 59.523717428960204]",7,Container,51737.0,0,AUCKLAND
"['KINGSTON', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'LYTTELTON']","[0.33426214005518884, 66.61408891714629, 222.99706201189144, 124.75269352477788, 90.92137252753469]","[18.81403165841923, 14.473769354231198, 15.671165739890334, 14.851921470885769, 37.82702010052492]",5,Container,63352.0,1,LYTTELTON
"['DAESAN', 'YOSU', 'SHANGHAI', 'SUZHOU', 'LYTTELTON']","[0.2114800763434772, 20.40725273076998, 43.51098270465304, 14.249816476854134, 382.0368713971339]","[42.402338056589194, 46.15849633841973, 44.197020595193685, 43.986434555868094, 61.16249436097556]",5,Tanker,7532.0,4,LYTTELTON
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'NELSON']","[0.1353216610462169, 17.955693042313165, 51.46411238670675, 42.87808019912026, 264.0820291825531]","[11.337805538727999, 26.61301409730699, 19.370084811122755, 23.856795963472372, 28.70185787772218]",5,Container,38420.0,0,NELSON
"['SHANGHAI', 'SUZHOU', 'QINGDAO', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'TAURANGA']","[0.10353433647803123, 37.96683579004561, 52.5994387459519, 34.425512303509784, 40.96231625230074, 83.42792500812054, 245.11137934990364]","[20.660071974319287, 19.748088362050424, 18.530378974422245, 14.688031640710566, 14.794643916219183, 52.463014626320685, 46.13184056607609]",7,Container,80115.0,0,TAURANGA
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.3079442893256972, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 60.84337358420939]","[18.831873291837674, 20.36268265421939, 16.186084788610795, 15.965279288892994, 37.11464784123274, 42.28725891092638]",6,Container,109657.0,1,TAURANGA
"['YOSU', 'ONSAN', 'GWANGYANG', 'CRIB POINT', 'BOTANY', 'NEW PLYMOUTH']","[0.38845996972961405, 20.559479552760862, 20.559479552760862, 340.14832646014776, 116.87629056596724, 80.19000088359297]","[31.003710026424713, 31.22589747613369, 56.18662501949574, 46.241098665678095, 35.34234626568668, 38.17916263082521]",6,Tanker,12798.0,4,NEW PLYMOUTH
"['TOKYO', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.2295090977191312, 54.540817523729075, 28.813428509141474, 16.872272011543867, 221.68423171763666]","[18.915100065099026, 19.464322690586965, 25.441186278322526, 12.197622322896432, 17.073366186153066]",5,Reefer,12354.0,0,AUCKLAND
"['SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.36274942699413315, 57.87000513559827, 4.615462508771459, 199.12325821468943, 267.9420655882993]","[28.812236016872195, 27.68758835854031, 21.88336118469258, 28.230124583895364, 37.09172729829925]",5,Container,51737.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.3281410860130274, 20.17798989436546, 153.68449143852183, 117.51961302805161, 412.2192139860865]","[19.041817836744993, 21.613462058319513, 21.255484203845807, 16.821932822387556, 22.231642518669616]",5,Container,35225.0,1,TAURANGA
"['LANSHAN', 'GAMCHEON', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'NAPIER']","[0.2963843426399897, 33.22924188490308, 44.674355037632665, 20.652145075013234, 53.69384697936718, 364.8658309589212]","[41.43817115131441, 37.34683854577434, 51.95762010031671, 57.55185678476027, 64.74079161467152, 79.46906050550666]",6,Bulker,35947.0,4,NAPIER
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', ""NUKU'ALOFA"", 'TAURANGA']","[0.5763230918377573, 18.93896723362816, 47.546209997539265, 18.794162746666878, 33.52815127205741, 131.38332025430626]","[45.596647301653235, 40.787921387801006, 28.596968872249153, 20.345370104753073, 23.21578622919685, 36.494769217291356]",6,Container,22708.0,2,TAURANGA
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[1.0798145983453322, 44.02477833557161, 21.613287158666907, 42.30022469719994, 18.456469595115713, 95.3225009801842]","[25.04033587654858, 25.974345628362784, 18.74607092488827, 37.364526074793616, 19.195060417590717, 14.612931644376982]",6,General Cargo,12927.0,2,AUCKLAND
"['ZHOUSHAN', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.23797798477015508, 40.96231625230074, 21.402362491473518, 199.12325821468943, 45.628556410093445, 114.33550164062014, 146.50217662694743]","[18.975408068130164, 17.764691445610584, 13.605612444238165, 13.758761172971465, 12.246280694123175, 36.38772627150228, 57.6617335416661]",7,Container,51737.0,0,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.48747049483605287, 21.339486829133712, 14.43483962564616, 6.405658284611382, 199.38612944101382, 225.65654023716436]","[18.302092638771555, 16.72326299030249, 18.585015868910112, 12.577562940073859, 21.32709991706021, 33.54046496868054]",6,RoRo,18918.0,0,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.3918520843733957, 8.196790298744265, 221.14604407501247, 124.75269352477788, 52.78062618259343]","[21.591940316805346, 16.127506745939066, 15.222351568317578, 18.24272743423511, 28.634842710213714]",5,Container,53176.0,1,TAURANGA
"['SIPITANG, SABAH', 'BRISBANE', 'NEWCASTLE', 'GEELONG', 'AUCKLAND']","[0.217152758964533, 222.36323665541428, 102.10929953031486, 165.76767730166316, 213.71256143101274]","[54.042473392290276, 77.91688543198826, 68.54321554589492, 71.84624203691142, 80.15069548549178]",5,Bulker,34327.0,4,AUCKLAND
"['SINGAPORE', 'SRIRACHA', 'YOSU', 'ONSAN', 'TAURANGA']","[0.183620901267592, 115.25691965246915, 128.81232742456027, 23.12941449685597, 308.07482532626875]","[55.18574577762974, 63.179116396507354, 43.27176268066098, 57.54713639687147, 115.76240630723706]",5,General Cargo,38592.0,4,TAURANGA
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.1746449400293546, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 43.182718729665524, 245.13694384178635]","[11.920171713465809, 19.257926815938692, 12.98012550634175, 16.803319329518295, 16.114482839334183, 40.447676726054205, 39.28341650062448]",7,Container,30136.0,1,TAURANGA
"['GAMCHEON', 'SHANGHAI', 'HONG KONG', 'GUANGZHOU', 'NAPIER']","[0.268194387168887, 43.69005622676306, 54.838826648373946, 27.34746318354949, 364.8658309589212]","[33.96367457515295, 44.467774051863486, 44.52833017327788, 55.18578482779122, 48.691340685091575]",5,Bulker,37649.0,4,NAPIER
"['SINGAPORE', 'SRIRACHA', 'TANJUNG PELEPAS', 'NEW PRIOK', 'BRISBANE', 'AUCKLAND']","[0.18244217089017933, 174.05201127305568, 68.8181547164074, 83.61733781821768, 165.5633467785241, 126.64635849692756]","[29.50101649197028, 31.060591838811703, 31.876053747988905, 30.245447540442274, 43.13785583733736, 65.42161748281134]",6,Container,52532.0,0,AUCKLAND
"['NOUMEA', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.7426413846656841, 212.2030987073331, 41.24011194839898, 20.747076896244465, 22.20035790992614, 242.57593941877514]","[20.314527291207796, 22.51284155347809, 18.84345483255301, 12.07006036898615, 22.76661775833443, 34.28923909791334]",6,RoRo,17237.0,0,AUCKLAND
"['GUANGZHOU', 'KAOHSIUNG', 'YOKOHAMA', 'RABAUL', 'HONIARA', 'NOUMEA', 'AUCKLAND']","[0.5254744277304622, 93.94248325432183, 99.81264633059409, 132.50286738223386, 33.73471957023741, 62.434612432500934, 99.77848627067169]","[29.076043918006643, 32.33058133498438, 29.46642911078884, 22.298131593808172, 34.88734306320649, 20.245635270983673, 68.854721896518]",7,Container,50278.0,0,AUCKLAND
"['SINGAPORE', 'SRIRACHA', 'TANJUNG PELEPAS', 'BRISBANE', 'LYTTELTON']","[0.22162993450936508, 39.304823360631126, 39.304823360631126, 180.64923569033232, 77.461320469882]","[19.916294489503326, 25.145055793107016, 35.84292772503765, 27.05184436738524, 22.228340808870808]",5,Container,40278.0,0,LYTTELTON
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.4376782264217416, 262.1869364688899, 148.93967844581877, 96.50851523707462, 67.38983167566971]","[23.741875114684508, 22.785174989020046, 19.708290471347514, 35.27189259832995, 19.728003386702948]",5,Container,35225.0,1,TAURANGA
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'AUCKLAND']","[1.0253036822124746, 40.46087798626944, 167.61365002278882, 81.07131984308354, 414.3345250327306]","[25.987275249099902, 23.703094015209555, 33.794734485543835, 33.1338227445488, 18.794101101625397]",5,RoRo,23786.0,1,AUCKLAND
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'NELSON']","[0.08477220660961549, 100.2854299680919, 79.35441753262883, 4.615462508771459, 263.0397548801305]","[22.68895225785185, 33.51454792365729, 20.985784656878312, 24.901448501015505, 36.82828175170718]",5,Container,48169.0,0,NELSON
"['INCHEON', 'SHANGHAI', 'SUZHOU', 'QINGDAO', 'ONSAN', 'GISBORNE']","[0.49900182422643, 33.05797294780061, 46.067641773123945, 18.48024215176995, 75.39979127244911, 360.50507317412087]","[33.02139216050049, 36.96602261418432, 42.52416593707896, 52.32100068165531, 64.34202617793383, 70.1074486226386]",6,Bulker,34358.0,4,GISBORNE
"['NINGBO', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'TAURANGA']","[0.646433135894112, 262.3159522643017, 121.78161362451897, 40.63868209342423, 109.14046557324984]","[77.79064249622681, 59.6798327918096, 87.03843203479576, 91.0198936312682, 91.70783207786847]",5,Bulker,37657.0,4,TAURANGA
"['KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.2089288863461194, 54.352886056304776, 16.162548319575574, 40.96231625230074, 263.24159665181946]","[10.681976286306947, 15.505882551609673, 14.178490513023826, 10.427523651909429, 14.51816860470141]",5,Container,24663.0,0,AUCKLAND
"['MARCHWOOD', 'BALTIMORE', 'US SSI', 'CRIST_BAL', 'AUCKLAND']","[0.6963552755484483, 167.61365002278882, 52.253647575052966, 76.14530102651395, 340.1593222901277]","[27.24146250164204, 46.55282558992129, 30.68776958671754, 25.04678879911121, 26.33336021194791]",5,RoRo,30089.0,1,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.5078309841602322, 27.291916430455643, 184.69706171800854, 66.21695490473881, 78.53432371272801, 2.8198351552224974, 339.13585007274594]","[18.144425955098807, 19.043691433937397, 18.48376734215593, 17.76135955829426, 29.741569922742926, 28.137045336539344, 35.3236218296076]",7,Container,51939.0,1,TAURANGA
"['MOTUKEA ISLAND', 'LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'NOUMEA', 'TAURANGA']","[0.1198160093865126, 37.393233910415645, 9.92746437106222, 28.037444683433915, 35.762489599049495, 86.87973627381777, 255.11666532341636]","[38.883160845604806, 37.04751414559502, 32.4282504047644, 44.042154522205685, 51.759823994683586, 37.485731998971836, 48.663788267698024]",7,General Cargo,12502.0,3,TAURANGA
"['GROSSENSIEL', 'MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[0.419606722395341, 60.77589137562979, 174.9410227013807, 88.21349251526955, 79.47405735554189, 9.426308843555903, 353.06739386699394]","[40.2877476165137, 37.50534350243929, 40.30204057815497, 33.36760966767674, 23.307593073606228, 39.0750661039364, 48.89441418804748]",7,General Cargo,39516.0,1,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'HIROSHIMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.4424533441229883, 22.20035790992614, 17.085153523068563, 11.14128751940793, 24.7343437456554, 236.56097490422718, 144.64351797039342]","[29.450171249819665, 16.465286090486074, 17.048405236534492, 11.591442924781612, 15.960360129199419, 33.71198211103308, 47.98090813822686]",7,RoRo,18918.0,0,AUCKLAND
"['SINGAPORE', 'BRISBANE', 'KLANG', 'RANGAI', 'NEW PLYMOUTH']","[0.3074308336457927, 236.79697110759776, 251.00744649939492, 210.4885240722792, 301.5638801424607]","[58.21730465484964, 62.36130739427377, 58.3198128144223, 78.97945659917038, 93.82957930019619]",5,Bulker,35439.0,4,NEW PLYMOUTH
"['YOKKAICHI', 'YOKOHAMA', 'APRA HARBOR', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.354665853605169, 22.20035790992614, 107.12811879778258, 175.56351871064376, 42.348257858798036, 64.88306220405859]","[38.97536545354666, 20.96123491665234, 10.44190237521004, 17.149046043585113, 21.633187357548653, 25.386955952434516]",6,RoRo,16837.0,4,AUCKLAND
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.24469361332682293, 262.1869364688899, 124.75269352477788, 66.43387931478118, 45.69780331460087, 34.21561520376308, 99.58886849554413]","[19.95657223784777, 24.15074295470635, 16.903865803173407, 33.0484770405924, 20.18147758767072, 30.246848264964363, 37.97743106631231]",7,Container,35036.0,1,TAURANGA
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'NEWCASTLE', 'HOBART', 'AUCKLAND']","[0.17698372945572638, 127.21711324685091, 217.02222483130862, 102.10929953031486, 103.37537895512239, 113.51724217787103]","[64.90894387873514, 78.13394552450121, 75.74275127416198, 80.50510301575913, 89.70256002346939, 85.05281135068716]",6,Bulker,36888.0,4,AUCKLAND
"['BABAK', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'LA PAZ', 'AUCKLAND']","[0.2657658417438442, 88.47675177711056, 28.813428509141474, 16.872272011543867, 8.855117003043745, 85.06591470875084, 189.99663979505598]","[19.40794904277574, 19.29578710184677, 19.35621509566771, 16.83519139004046, 10.813997980185842, 27.70817218117812, 32.42904034498726]",7,Reefer,12374.0,4,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.18073775337204223, 55.815471546957305, 56.55293061600953, 43.89604414731202, 4.615462508771459, 199.12325821468943, 165.2740891796153]","[10.19351717676021, 17.728782611815582, 21.28759567063972, 18.89793724737927, 13.752912926439533, 24.767751907835954, 57.139067654293555]",7,Container,39383.0,0,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.6295729333441782, 37.91240593308088, 22.20035790992614, 193.10200137685823, 76.91470334180146, 113.43520826813136]","[26.498247816521296, 27.957550689347865, 25.722612088527992, 22.212460413062608, 28.627161110031462, 49.22017631717037]",6,RoRo,27178.0,4,AUCKLAND
"['ONOMICHIITOZAKI', 'CHENGXI', 'KASHIMA', 'BRISBANE', 'TAURANGA']","[0.19273651320425444, 69.76028325259311, 154.23431395918638, 254.5991905416475, 88.33531989918868]","[52.55332853715555, 66.69729843960828, 44.296142203453755, 100.0215284082421, 121.35279332703763]",5,Bulker,34447.0,4,TAURANGA
"['YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.4397433432968101, 36.49829162108538, 54.02517845464026, 48.23885440235178, 208.10246296848987, 72.4626706925804]","[24.367121106795004, 22.1094700219158, 14.698213338556435, 8.843551864500697, 20.263753632689053, 33.382756813478515]",6,General Cargo,18946.0,0,AUCKLAND
"['SHANGHAI', 'SHENZHEN', 'SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'AUCKLAND']","[0.19795574796442827, 131.99126280112068, 71.94060680954247, 47.19605445715394, 226.279941216977, 76.6294412027884]","[16.64547358001162, 24.30710703923674, 27.422503329117575, 24.079010404228207, 30.005153058829453, 33.86458453131122]",6,Container,69107.0,0,AUCKLAND
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.4908170548812911, 2.8198351552224974, 37.7882118536554, 77.91782112309077, 55.49403869375357, 42.79498078920678, 366.0892349891723]","[15.476987218065695, 20.124596521093114, 21.777912431604456, 40.96759138043859, 33.236926917454085, 30.095597262367058, 47.24591466504598]",7,Container,107978.0,1,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.17005874390222342, 100.2854299680919, 16.162548319575574, 70.73649888412305, 21.402362491473518, 303.777989808698, 150.88844550376945]","[16.27983933580712, 30.356418331969465, 20.20606943741677, 21.142584601485243, 18.48603568950884, 40.4067910880946, 57.30143001390931]",7,Container,52180.0,0,AUCKLAND
